,School,Sex,Age,Study_Time,Freetime,Go_Out,Daily_Alc_Consumption,Weekend_Alc_Consumption,Health,Absences,Period_1_Grade,Period_2_Grade,Final_Grade,Weekly_Drinking_AVG,Use_Of_Freetime,subject
531,Gabriel Pereira,Female,19,2,3,3,4,3,3,0,9,8,10,5.0,6.0,Portuguese
532,Mousinho Da Silveira,Female,16,1,2,2,4,3,2,0,13,12,14,5.0,3.6666666666666665,Portuguese
533,Gabriel Pereira,Female,18,2,4,4,3,3,5,0,12,11,13,4.5,7.333333333333333,Portuguese
534,Gabriel Pereira,Female,16,1,4,4,3,3,1,4,10,11,11,4.5,6.333333333333333,Portuguese
535,Mousinho Da Silveira,Male,19,2,4,4,3,3,2,8,10,9,11,4.5,7.333333333333333,Portuguese
536,Mousinho Da Silveira,Male,19,1,4,4,3,3,5,4,8,9,10,4.5,6.333333333333333,Portuguese
537,Mousinho Da Silveira,Female,15,2,4,2,3,3,2,0,9,10,9,4.5,6.666666666666667,Portuguese
538,Gabriel Pereira,Female,19,2,3,5,3,3,5,16,11,12,12,4.5,6.666666666666667,Portuguese
539,Gabriel Pereira,Male,17,1,2,2,3,3,5,14,9,8,10,4.5,3.6666666666666665,Portuguese
540,Mousinho Da Silveira,Male,17,1,1,2,3,3,5,2,12,11,12,4.5,2.6666666666666665,Portuguese
541,Mousinho Da Silveira,Male,17,2,1,3,3,3,1,0,10,10,10,4.5,4.0,Portuguese
542,Mousinho Da Silveira,Male,16,1,5,5,2,3,5,2,11,9,10,4.0,7.666666666666667,Portuguese
543,Mousinho Da Silveira,Male,17,2,5,4,2,3,3,4,8,9,10,4.0,8.333333333333334,Portuguese
544,Mousinho Da Silveira,Female,17,2,5,4,2,3,1,10,8,9,9,4.0,8.333333333333334,Portuguese
545,Mousinho Da Silveira,Female,19,1,5,5,2,3,2,0,5,0,0,4.0,7.666666666666667,Portuguese
546,Gabriel Pereira,Female,17,2,4,2,2,3,5,0,17,18,17,4.0,6.666666666666667,Portuguese
547,Gabriel Pereira,Female,17,3,4,3,2,3,5,0,17,18,17,4.0,8.0,Portuguese
548,Gabriel Pereira,Female,18,3,4,3,2,3,1,4,14,16,17,4.0,8.0,Portuguese
549,Gabriel Pereira,Female,16,2,4,4,2,3,4,0,17,16,16,4.0,7.333333333333333,Portuguese
550,Gabriel Pereira,Female,15,4,4,2,2,3,3,6,15,15,15,4.0,8.666666666666666,Portuguese
551,Gabriel Pereira,Female,18,3,4,3,2,3,3,4,11,12,14,4.0,8.0,Portuguese
552,Gabriel Pereira,Male,18,3,4,5,2,3,5,0,14,13,14,4.0,8.666666666666666,Portuguese
553,Mousinho Da Silveira,Male,15,4,4,5,2,3,5,8,13,14,14,4.0,9.666666666666666,Portuguese
554,Gabriel Pereira,Female,15,2,4,4,2,3,5,4,12,11,12,4.0,7.333333333333333,Portuguese
555,Gabriel Pereira,Female,17,2,4,4,2,3,5,6,12,12,12,4.0,7.333333333333333,Portuguese
556,Mousinho Da Silveira,Female,16,2,4,4,2,3,5,2,12,11,12,4.0,7.333333333333333,Portuguese
557,Gabriel Pereira,Male,16,2,4,3,2,3,3,4,11,10,11,4.0,7.0,Portuguese
558,Mousinho Da Silveira,Female,15,1,4,4,2,3,5,4,10,10,11,4.0,6.333333333333333,Portuguese
559,Mousinho Da Silveira,Male,16,1,4,3,2,3,4,4,10,8,10,4.0,6.0,Portuguese
560,Gabriel Pereira,Male,17,1,4,4,2,3,4,8,8,8,9,4.0,6.333333333333333,Portuguese
561,Mousinho Da Silveira,Female,18,2,4,4,2,3,5,9,9,8,8,4.0,7.333333333333333,Portuguese
562,Mousinho Da Silveira,Female,17,2,3,3,2,3,5,0,17,18,18,4.0,6.0,Portuguese
563,Gabriel Pereira,Female,17,2,3,3,2,3,2,0,14,14,16,4.0,6.0,Portuguese
564,Mousinho Da Silveira,Female,16,2,3,3,2,3,2,0,14,16,16,4.0,6.0,Portuguese
565,Gabriel Pereira,Female,17,3,3,3,2,3,2,0,14,14,15,4.0,7.0,Portuguese
566,Gabriel Pereira,Female,17,2,3,2,2,3,2,0,12,13,15,4.0,5.666666666666667,Portuguese
567,Gabriel Pereira,Female,17,2,3,3,2,3,1,32,14,13,14,4.0,6.0,Portuguese
568,Gabriel Pereira,Male,17,2,3,4,2,3,4,6,11,13,14,4.0,6.333333333333333,Portuguese
569,Gabriel Pereira,Female,16,2,3,3,2,3,4,0,14,13,13,4.0,6.0,Portuguese
570,Gabriel Pereira,Female,19,2,3,4,2,3,2,2,14,13,13,4.0,6.333333333333333,Portuguese
571,Gabriel Pereira,Female,15,2,3,2,2,3,3,6,12,13,12,4.0,5.666666666666667,Portuguese
572,Gabriel Pereira,Female,15,1,3,4,2,3,5,0,13,12,12,4.0,5.333333333333333,Portuguese
573,Gabriel Pereira,Female,15,2,3,2,2,3,4,2,13,12,12,4.0,5.666666666666667,Portuguese
574,Gabriel Pereira,Female,16,2,3,3,2,3,2,0,12,13,12,4.0,6.0,Portuguese
575,Gabriel Pereira,Male,17,2,3,3,2,3,4,0,12,12,12,4.0,6.0,Portuguese
576,Gabriel Pereira,Male,15,2,3,3,2,3,5,0,11,11,11,4.0,6.0,Portuguese
577,Mousinho Da Silveira,Male,18,1,3,3,2,3,3,3,9,10,10,4.0,5.0,Portuguese
578,Gabriel Pereira,Female,15,2,3,2,2,3,1,24,9,8,9,4.0,5.666666666666667,Portuguese
579,Mousinho Da Silveira,Male,18,1,3,3,2,3,5,2,9,7,9,4.0,5.0,Portuguese
580,Mousinho Da Silveira,Male,18,1,3,3,2,3,3,0,9,10,9,4.0,5.0,Portuguese
581,Gabriel Pereira,Female,17,1,2,4,2,3,2,30,14,15,16,4.0,4.333333333333333,Portuguese
582,Gabriel Pereira,Female,15,3,2,1,2,3,3,2,13,13,13,4.0,5.333333333333333,Portuguese
583,Gabriel Pereira,Female,17,3,2,2,2,3,5,10,11,11,11,4.0,5.666666666666667,Portuguese
584,Mousinho Da Silveira,Male,17,1,2,1,2,3,5,0,7,0,0,4.0,3.3333333333333335,Portuguese
585,Gabriel Pereira,Female,18,4,5,5,1,3,2,10,16,16,16,3.5,10.666666666666666,Portuguese
586,Gabriel Pereira,Male,16,2,5,1,1,3,5,0,12,13,14,3.5,7.333333333333333,Portuguese
587,Gabriel Pereira,Female,15,1,5,5,1,3,1,6,14,13,13,3.5,7.666666666666667,Portuguese
588,Gabriel Pereira,Male,17,2,5,5,1,3,2,0,13,13,13,3.5,8.666666666666666,Portuguese
589,Mousinho Da Silveira,Female,17,1,5,5,1,3,3,2,10,11,12,3.5,7.666666666666667,Portuguese
590,Mousinho Da Silveira,Male,17,2,5,5,1,3,2,4,10,11,11,3.5,8.666666666666666,Portuguese
591,Mousinho Da Silveira,Male,15,2,5,5,1,3,5,11,9,11,10,3.5,8.666666666666666,Portuguese
592,Mousinho Da Silveira,Male,17,1,5,5,1,3,2,0,10,9,10,3.5,7.666666666666667,Portuguese
593,Mousinho Da Silveira,Female,17,1,5,5,1,3,1,4,7,8,9,3.5,7.666666666666667,Portuguese
594,Mousinho Da Silveira,Female,17,2,5,5,1,3,5,0,8,8,0,3.5,8.666666666666666,Portuguese
595,Gabriel Pereira,Female,17,2,4,4,1,3,1,0,14,15,15,3.5,7.333333333333333,Portuguese
596,Gabriel Pereira,Female,17,2,4,4,1,3,1,2,14,16,15,3.5,7.333333333333333,Portuguese
597,Gabriel Pereira,Male,17,1,4,3,1,3,5,0,14,15,15,3.5,6.0,Portuguese
598,Gabriel Pereira,Male,18,2,4,5,1,3,5,4,10,12,14,3.5,7.666666666666667,Portuguese
599,Gabriel Pereira,Female,17,3,4,5,1,3,5,8,11,13,14,3.5,8.666666666666666,Portuguese
600,Gabriel Pereira,Female,17,3,4,4,1,3,4,0,13,12,13,3.5,8.333333333333334,Portuguese
601,Gabriel Pereira,Female,17,3,4,3,1,3,4,0,11,12,13,3.5,8.0,Portuguese
602,Gabriel Pereira,Female,17,1,4,4,1,3,5,2,13,12,12,3.5,6.333333333333333,Portuguese
603,Gabriel Pereira,Female,16,2,4,3,1,3,4,4,11,12,12,3.5,7.0,Portuguese
604,Gabriel Pereira,Male,18,2,4,4,1,3,3,11,9,11,12,3.5,7.333333333333333,Portuguese
605,Gabriel Pereira,Male,16,2,4,4,1,3,5,0,10,10,10,3.5,7.333333333333333,Portuguese
606,Gabriel Pereira,Male,17,2,4,4,1,3,5,0,11,9,10,3.5,7.333333333333333,Portuguese
607,Mousinho Da Silveira,Female,16,2,4,5,1,3,3,0,8,9,9,3.5,7.666666666666667,Portuguese
608,Mousinho Da Silveira,Male,19,1,4,3,1,3,5,4,8,9,9,3.5,6.0,Portuguese
609,Gabriel Pereira,Female,18,2,4,5,1,3,5,10,10,9,8,3.5,7.666666666666667,Portuguese
610,Mousinho Da Silveira,Male,18,2,4,5,1,3,3,9,4,8,8,3.5,7.666666666666667,Portuguese
611,Mousinho Da Silveira,Male,18,1,4,3,1,3,5,0,7,7,0,3.5,6.0,Portuguese
612,Gabriel Pereira,Female,17,2,3,4,1,3,3,2,17,18,17,3.5,6.333333333333333,Portuguese
613,Gabriel Pereira,Male,18,2,3,3,1,3,5,6,16,16,17,3.5,6.0,Portuguese
614,Gabriel Pereira,Female,17,2,3,4,1,3,4,0,13,17,17,3.5,6.333333333333333,Portuguese
615,Gabriel Pereira,Female,15,3,3,3,1,3,1,4,15,15,15,3.5,7.0,Portuguese
616,Gabriel Pereira,Female,17,3,3,3,1,3,5,4,15,14,15,3.5,7.0,Portuguese
617,Mousinho Da Silveira,Female,18,3,3,3,1,3,4,0,14,17,15,3.5,7.0,Portuguese
618,Gabriel Pereira,Female,17,2,3,3,1,3,3,10,12,13,14,3.5,6.0,Portuguese
619,Gabriel Pereira,Female,17,3,3,4,1,3,5,2,11,12,14,3.5,7.333333333333333,Portuguese
620,Gabriel Pereira,Male,15,2,3,3,1,3,4,2,13,12,13,3.5,6.0,Portuguese
621,Gabriel Pereira,Male,16,3,3,3,1,3,5,0,15,13,13,3.5,7.0,Portuguese
622,Gabriel Pereira,Female,18,2,3,4,1,3,5,2,12,12,13,3.5,6.333333333333333,Portuguese
623,Mousinho Da Silveira,Female,18,2,3,2,1,3,3,6,13,12,13,3.5,5.666666666666667,Portuguese
624,Gabriel Pereira,Male,15,1,3,3,1,3,5,0,12,13,12,3.5,5.0,Portuguese
625,Gabriel Pereira,Male,16,3,3,3,1,3,2,0,12,12,12,3.5,7.0,Portuguese
626,Gabriel Pereira,Male,16,1,3,2,1,3,3,2,14,13,12,3.5,4.666666666666667,Portuguese
627,Gabriel Pereira,Female,16,3,3,3,1,3,4,2,9,11,11,3.5,7.0,Portuguese
628,Gabriel Pereira,Male,17,2,3,3,1,3,3,0,10,11,11,3.5,6.0,Portuguese
629,Mousinho Da Silveira,Female,16,1,3,3,1,3,5,11,10,11,11,3.5,5.0,Portuguese
630,Mousinho Da Silveira,Male,16,2,3,2,1,3,2,5,10,11,11,3.5,5.666666666666667,Portuguese
631,Gabriel Pereira,Male,18,2,3,3,1,3,5,8,10,9,10,3.5,6.0,Portuguese
632,Gabriel Pereira,Male,16,2,3,3,1,3,2,4,9,11,10,3.5,6.0,Portuguese
633,Mousinho Da Silveira,Female,18,2,3,2,1,3,1,8,8,5,8,3.5,5.666666666666667,Portuguese
634,Mousinho Da Silveira,Female,16,2,3,2,1,3,5,6,6,8,8,3.5,5.666666666666667,Portuguese
635,Mousinho Da Silveira,Male,17,1,3,3,1,3,5,2,9,9,8,3.5,5.0,Portuguese
636,Mousinho Da Silveira,Male,19,1,3,2,1,3,5,0,5,8,0,3.5,4.666666666666667,Portuguese
637,Gabriel Pereira,Male,18,3,2,4,1,3,2,0,14,15,15,3.5,6.333333333333333,Portuguese
638,Gabriel Pereira,Female,20,3,2,2,1,3,3,8,11,15,15,3.5,5.666666666666667,Portuguese
639,Gabriel Pereira,Female,16,4,2,3,1,3,3,1,13,13,13,3.5,7.0,Portuguese
640,Gabriel Pereira,Female,16,1,2,2,1,3,5,6,10,11,12,3.5,3.6666666666666665,Portuguese
641,Gabriel Pereira,Male,15,1,2,2,1,3,3,0,11,11,12,3.5,3.6666666666666665,Portuguese
642,Mousinho Da Silveira,Male,15,1,2,3,1,3,4,0,10,9,11,3.5,4.0,Portuguese
643,Mousinho Da Silveira,Female,15,1,2,1,1,3,4,0,9,10,9,3.5,3.3333333333333335,Portuguese
644,Gabriel Pereira,Female,18,2,1,4,1,3,4,10,14,17,17,3.5,4.333333333333333,Portuguese
645,Gabriel Pereira,Female,18,2,1,2,1,3,2,2,15,15,15,3.5,3.6666666666666665,Portuguese
646,Gabriel Pereira,Male,16,1,1,3,1,3,5,6,12,12,12,3.5,3.0,Portuguese
647,Gabriel Pereira,Female,15,2,1,3,1,3,4,0,11,10,11,3.5,4.0,Portuguese
648,Mousinho Da Silveira,Female,16,1,1,3,1,3,1,0,8,6,8,3.5,3.0,Portuguese
649,Gabriel Pereira,Male,21,2,3,3,5,2,4,21,9,10,10,4.5,6.0,Portuguese
650,Mousinho Da Silveira,Female,18,2,2,2,4,2,5,0,7,5,0,4.0,4.666666666666667,Portuguese
651,Gabriel Pereira,Male,15,1,5,5,3,2,5,2,9,9,9,3.5,7.666666666666667,Portuguese
652,Gabriel Pereira,Male,17,2,5,2,2,2,1,2,16,17,18,3.0,7.666666666666667,Portuguese
653,Mousinho Da Silveira,Female,17,1,5,5,2,2,4,3,10,11,10,3.0,7.666666666666667,Portuguese
654,Gabriel Pereira,Male,18,1,4,2,2,2,1,0,18,18,17,3.0,5.666666666666667,Portuguese
655,Mousinho Da Silveira,Female,16,1,4,4,2,2,4,2,14,14,14,3.0,6.333333333333333,Portuguese
656,Mousinho Da Silveira,Female,15,3,4,3,2,2,5,2,14,11,12,3.0,8.0,Portuguese
657,Mousinho Da Silveira,Female,18,1,4,3,2,2,5,4,7,9,10,3.0,6.0,Portuguese
658,Gabriel Pereira,Male,18,1,4,3,2,2,1,26,7,8,8,3.0,6.0,Portuguese
659,Mousinho Da Silveira,Female,17,1,4,4,2,2,5,0,6,6,7,3.0,6.333333333333333,Portuguese
660,Mousinho Da Silveira,Female,18,2,4,4,2,2,5,3,7,8,7,3.0,7.333333333333333,Portuguese
661,Gabriel Pereira,Female,17,2,3,4,2,2,1,10,12,15,15,3.0,6.333333333333333,Portuguese
662,Gabriel Pereira,Male,16,1,3,2,2,2,5,0,13,13,14,3.0,4.666666666666667,Portuguese
663,Gabriel Pereira,Male,15,2,3,3,2,2,5,4,11,12,13,3.0,6.0,Portuguese
664,Gabriel Pereira,Male,18,3,3,3,2,2,3,0,13,14,13,3.0,7.0,Portuguese
665,Gabriel Pereira,Male,18,2,3,3,2,2,2,0,12,12,13,3.0,6.0,Portuguese
666,Gabriel Pereira,Female,16,2,3,3,2,2,4,2,11,11,12,3.0,6.0,Portuguese
667,Gabriel Pereira,Female,18,2,3,4,2,2,4,8,10,11,12,3.0,6.333333333333333,Portuguese
668,Gabriel Pereira,Female,16,2,3,3,2,2,5,14,10,11,11,3.0,6.0,Portuguese
669,Gabriel Pereira,Male,16,1,3,3,2,2,2,4,12,11,11,3.0,5.0,Portuguese
670,Mousinho Da Silveira,Female,16,3,3,3,2,2,5,2,11,11,11,3.0,7.0,Portuguese
671,Mousinho Da Silveira,Female,17,1,3,3,2,2,1,5,9,11,11,3.0,5.0,Portuguese
672,Gabriel Pereira,Female,17,3,3,2,2,2,3,0,11,11,10,3.0,6.666666666666667,Portuguese
673,Gabriel Pereira,Male,19,1,3,4,2,2,5,0,11,10,10,3.0,5.333333333333333,Portuguese
674,Gabriel Pereira,Male,17,1,3,2,2,2,5,8,8,8,9,3.0,4.666666666666667,Portuguese
675,Mousinho Da Silveira,Male,18,1,3,1,2,2,5,0,4,0,0,3.0,4.333333333333333,Portuguese
676,Mousinho Da Silveira,Male,18,3,2,2,2,2,5,0,15,16,16,3.0,5.666666666666667,Portuguese
677,Gabriel Pereira,Female,17,2,2,3,2,2,2,2,11,12,14,3.0,5.0,Portuguese
678,Gabriel Pereira,Male,16,3,2,3,2,2,1,4,13,12,13,3.0,6.0,Portuguese
679,Gabriel Pereira,Female,15,3,2,2,2,2,5,0,10,11,12,3.0,5.666666666666667,Portuguese
680,Mousinho Da Silveira,Female,16,2,2,4,2,2,1,8,9,10,10,3.0,5.333333333333333,Portuguese
681,Mousinho Da Silveira,Female,17,3,2,3,2,2,3,5,8,7,8,3.0,6.0,Portuguese
682,Gabriel Pereira,Male,17,1,1,1,2,2,5,0,12,13,13,3.0,2.3333333333333335,Portuguese
683,Mousinho Da Silveira,Male,16,2,1,2,2,2,5,0,12,13,13,3.0,3.6666666666666665,Portuguese
684,Mousinho Da Silveira,Male,17,2,1,2,2,2,1,0,13,14,13,3.0,3.6666666666666665,Portuguese
685,Mousinho Da Silveira,Male,16,3,1,3,2,2,3,0,10,9,10,3.0,5.0,Portuguese
686,Mousinho Da Silveira,Female,16,2,5,2,1,2,5,0,16,17,17,2.5,7.666666666666667,Portuguese
687,Mousinho Da Silveira,Female,16,2,5,4,1,2,1,2,15,15,15,2.5,8.333333333333334,Portuguese
688,Gabriel Pereira,Female,18,3,5,5,1,2,2,0,14,14,14,2.5,9.666666666666666,Portuguese
689,Gabriel Pereira,Male,15,4,5,4,1,2,5,6,14,13,13,2.5,10.333333333333334,Portuguese
690,Gabriel Pereira,Female,16,2,5,2,1,2,3,0,11,10,11,2.5,7.666666666666667,Portuguese
691,Gabriel Pereira,Male,19,2,5,3,1,2,5,0,10,10,11,2.5,8.0,Portuguese
692,Mousinho Da Silveira,Female,17,2,5,5,1,2,3,2,11,10,11,2.5,8.666666666666666,Portuguese
693,Mousinho Da Silveira,Female,17,2,5,4,1,2,5,0,10,10,10,2.5,8.333333333333334,Portuguese
694,Gabriel Pereira,Male,17,2,4,4,1,2,5,10,16,18,18,2.5,7.333333333333333,Portuguese
695,Gabriel Pereira,Female,16,1,4,4,1,2,2,6,17,17,17,2.5,6.333333333333333,Portuguese
696,Gabriel Pereira,Female,16,2,4,3,1,2,1,2,16,15,16,2.5,7.0,Portuguese
697,Mousinho Da Silveira,Male,17,3,4,3,1,2,5,0,15,14,16,2.5,8.0,Portuguese
698,Gabriel Pereira,Male,18,1,4,2,1,2,5,6,15,14,15,2.5,5.666666666666667,Portuguese
699,Gabriel Pereira,Male,17,3,4,2,1,2,4,2,12,15,15,2.5,7.666666666666667,Portuguese
700,Gabriel Pereira,Male,16,2,4,4,1,2,5,6,16,14,14,2.5,7.333333333333333,Portuguese
701,Gabriel Pereira,Male,15,1,4,3,1,2,4,2,14,13,14,2.5,6.0,Portuguese
702,Gabriel Pereira,Female,17,2,4,5,1,2,5,12,12,12,14,2.5,7.666666666666667,Portuguese
703,Gabriel Pereira,Female,18,2,4,5,1,2,2,0,13,14,14,2.5,7.666666666666667,Portuguese
704,Mousinho Da Silveira,Female,18,2,4,3,1,2,4,0,12,13,14,2.5,7.0,Portuguese
705,Gabriel Pereira,Male,16,2,4,2,1,2,5,6,12,12,13,2.5,6.666666666666667,Portuguese
706,Gabriel Pereira,Male,15,2,4,3,1,2,3,0,12,12,13,2.5,7.0,Portuguese
707,Gabriel Pereira,Female,15,2,4,2,1,2,5,0,12,12,12,2.5,6.666666666666667,Portuguese
708,Gabriel Pereira,Female,16,2,4,3,1,2,3,14,12,11,11,2.5,7.0,Portuguese
709,Gabriel Pereira,Female,18,2,4,4,1,2,5,2,10,10,11,2.5,7.333333333333333,Portuguese
710,Mousinho Da Silveira,Male,16,2,4,5,1,2,5,4,9,10,11,2.5,7.666666666666667,Portuguese
711,Mousinho Da Silveira,Female,16,2,4,5,1,2,1,1,9,10,11,2.5,7.666666666666667,Portuguese
712,Mousinho Da Silveira,Female,17,1,4,5,1,2,5,0,11,11,11,2.5,6.666666666666667,Portuguese
713,Gabriel Pereira,Male,17,1,4,4,1,2,5,0,9,10,10,2.5,6.333333333333333,Portuguese
714,Mousinho Da Silveira,Female,15,2,4,3,1,2,4,0,10,10,10,2.5,7.0,Portuguese
715,Mousinho Da Silveira,Female,18,2,4,2,1,2,2,2,9,10,10,2.5,6.666666666666667,Portuguese
716,Mousinho Da Silveira,Female,19,3,4,2,1,2,5,4,10,11,10,2.5,7.666666666666667,Portuguese
717,Mousinho Da Silveira,Male,17,1,4,5,1,2,5,0,10,9,9,2.5,6.666666666666667,Portuguese
718,Mousinho Da Silveira,Female,15,1,4,3,1,2,2,4,6,7,8,2.5,6.0,Portuguese
719,Gabriel Pereira,Male,17,1,4,5,1,2,5,22,9,7,6,2.5,6.666666666666667,Portuguese
720,Gabriel Pereira,Female,18,3,3,3,1,2,2,0,18,18,18,2.5,7.0,Portuguese
721,Mousinho Da Silveira,Female,18,2,3,5,1,2,1,0,18,18,18,2.5,6.666666666666667,Portuguese
722,Mousinho Da Silveira,Female,17,2,3,3,1,2,4,0,17,18,18,2.5,6.0,Portuguese
723,Gabriel Pereira,Female,17,1,3,4,1,2,5,2,14,15,17,2.5,5.333333333333333,Portuguese
724,Gabriel Pereira,Male,18,3,3,2,1,2,4,4,15,14,17,2.5,6.666666666666667,Portuguese
725,Gabriel Pereira,Female,18,3,3,4,1,2,2,5,14,17,17,2.5,7.333333333333333,Portuguese
726,Gabriel Pereira,Male,16,1,3,2,1,2,5,4,14,15,15,2.5,4.666666666666667,Portuguese
727,Gabriel Pereira,Female,18,2,3,3,1,2,1,2,12,12,15,2.5,6.0,Portuguese
728,Gabriel Pereira,Female,17,3,3,3,1,2,4,4,15,14,15,2.5,7.0,Portuguese
729,Gabriel Pereira,Female,15,2,3,3,1,2,2,2,14,14,14,2.5,6.0,Portuguese
730,Gabriel Pereira,Female,17,2,3,1,1,2,4,18,10,12,14,2.5,5.333333333333333,Portuguese
731,Gabriel Pereira,Female,18,3,3,3,1,2,3,0,11,12,14,2.5,7.0,Portuguese
732,Mousinho Da Silveira,Male,15,2,3,4,1,2,2,0,12,13,14,2.5,6.333333333333333,Portuguese
733,Mousinho Da Silveira,Male,18,1,3,2,1,2,3,2,14,13,14,2.5,4.666666666666667,Portuguese
734,Gabriel Pereira,Female,16,2,3,2,1,2,5,0,11,13,13,2.5,5.666666666666667,Portuguese
735,Gabriel Pereira,Female,16,1,3,4,1,2,1,4,12,13,13,2.5,5.333333333333333,Portuguese
736,Gabriel Pereira,Female,15,1,3,3,1,2,4,6,11,12,13,2.5,5.0,Portuguese
737,Gabriel Pereira,Female,17,1,3,2,1,2,3,21,13,13,13,2.5,4.666666666666667,Portuguese
738,Gabriel Pereira,Female,16,2,3,3,1,2,5,0,14,13,13,2.5,6.0,Portuguese
739,Mousinho Da Silveira,Male,15,1,3,3,1,2,4,1,13,12,13,2.5,5.0,Portuguese
740,Gabriel Pereira,Female,19,4,3,3,1,2,3,4,12,12,12,2.5,8.0,Portuguese
741,Gabriel Pereira,Male,17,2,3,3,1,2,4,0,12,12,12,2.5,6.0,Portuguese
742,Mousinho Da Silveira,Male,15,1,3,3,1,2,5,11,12,13,12,2.5,5.0,Portuguese
743,Mousinho Da Silveira,Female,17,2,3,3,1,2,2,5,11,11,12,2.5,6.0,Portuguese
744,Mousinho Da Silveira,Female,17,2,3,3,1,2,5,2,12,12,12,2.5,6.0,Portuguese
745,Mousinho Da Silveira,Female,18,3,3,2,1,2,4,4,10,11,12,2.5,6.666666666666667,Portuguese
746,Gabriel Pereira,Female,16,2,3,4,1,2,2,6,13,11,11,2.5,6.333333333333333,Portuguese
747,Gabriel Pereira,Female,16,1,3,3,1,2,1,8,12,11,11,2.5,5.0,Portuguese
748,Gabriel Pereira,Male,16,1,3,3,1,2,3,0,10,9,11,2.5,5.0,Portuguese
749,Gabriel Pereira,Female,16,1,3,5,1,2,5,4,12,11,11,2.5,5.666666666666667,Portuguese
750,Gabriel Pereira,Female,17,2,3,4,1,2,5,4,11,10,11,2.5,6.333333333333333,Portuguese
751,Mousinho Da Silveira,Female,17,2,3,5,1,2,4,0,11,10,11,2.5,6.666666666666667,Portuguese
752,Gabriel Pereira,Female,16,2,3,3,1,2,3,16,11,11,10,2.5,6.0,Portuguese
753,Gabriel Pereira,Female,16,4,3,3,1,2,5,0,10,9,10,2.5,8.0,Portuguese
754,Gabriel Pereira,Female,17,3,3,2,1,2,4,10,11,10,10,2.5,6.666666666666667,Portuguese
755,Gabriel Pereira,Female,18,2,3,5,1,2,3,12,8,9,10,2.5,6.666666666666667,Portuguese
756,Mousinho Da Silveira,Female,17,1,3,2,1,2,5,9,7,9,10,2.5,4.666666666666667,Portuguese
757,Gabriel Pereira,Male,15,3,3,2,1,2,5,2,10,9,9,2.5,6.666666666666667,Portuguese
758,Mousinho Da Silveira,Male,15,2,3,4,1,2,2,7,7,9,8,2.5,6.333333333333333,Portuguese
759,Mousinho Da Silveira,Female,16,3,3,2,1,2,4,0,10,8,8,2.5,6.666666666666667,Portuguese
760,Mousinho Da Silveira,Female,16,3,3,2,1,2,4,3,9,8,8,2.5,6.666666666666667,Portuguese
761,Mousinho Da Silveira,Female,16,1,3,4,1,2,1,6,7,7,8,2.5,5.333333333333333,Portuguese
762,Mousinho Da Silveira,Female,16,2,3,4,1,2,3,4,8,8,8,2.5,6.333333333333333,Portuguese
763,Mousinho Da Silveira,Female,18,2,3,3,1,2,4,3,7,6,8,2.5,6.0,Portuguese
764,Gabriel Pereira,Female,17,3,2,2,1,2,3,0,17,18,18,2.5,5.666666666666667,Portuguese
765,Gabriel Pereira,Female,17,4,2,2,1,2,5,0,18,18,18,2.5,6.666666666666667,Portuguese
766,Gabriel Pereira,Female,17,2,2,2,1,2,5,14,15,14,17,2.5,4.666666666666667,Portuguese
767,Gabriel Pereira,Female,16,2,2,2,1,2,1,8,14,15,16,2.5,4.666666666666667,Portuguese
768,Gabriel Pereira,Male,16,2,2,3,1,2,5,0,13,14,16,2.5,5.0,Portuguese
769,Gabriel Pereira,Female,17,3,2,3,1,2,3,0,15,15,16,2.5,6.0,Portuguese
770,Gabriel Pereira,Male,18,2,2,4,1,2,4,2,16,16,16,2.5,5.333333333333333,Portuguese
771,Mousinho Da Silveira,Female,16,1,2,5,1,2,5,0,17,16,16,2.5,4.666666666666667,Portuguese
772,Gabriel Pereira,Female,18,2,2,5,1,2,1,8,14,14,15,2.5,5.666666666666667,Portuguese
773,Mousinho Da Silveira,Female,17,2,2,3,1,2,5,0,15,14,15,2.5,5.0,Portuguese
774,Gabriel Pereira,Female,16,3,2,3,1,2,2,10,13,13,14,2.5,6.0,Portuguese
775,Gabriel Pereira,Female,15,2,2,3,1,2,1,0,14,14,14,2.5,5.0,Portuguese
776,Gabriel Pereira,Male,17,1,2,3,1,2,5,4,13,13,14,2.5,4.0,Portuguese
777,Mousinho Da Silveira,Female,15,2,2,1,1,2,2,0,13,14,14,2.5,4.333333333333333,Portuguese
778,Mousinho Da Silveira,Female,17,1,2,3,1,2,5,1,13,14,14,2.5,4.0,Portuguese
779,Gabriel Pereira,Female,16,2,2,2,1,2,5,2,14,12,13,2.5,4.666666666666667,Portuguese
780,Gabriel Pereira,Male,16,2,2,3,1,2,3,0,11,12,13,2.5,5.0,Portuguese
781,Mousinho Da Silveira,Female,17,2,2,2,1,2,3,0,13,13,13,2.5,4.666666666666667,Portuguese
782,Gabriel Pereira,Male,15,1,2,2,1,2,5,8,11,12,12,2.5,3.6666666666666665,Portuguese
783,Gabriel Pereira,Female,17,2,2,3,1,2,3,0,14,12,12,2.5,5.0,Portuguese
784,Gabriel Pereira,Female,20,2,2,3,1,2,2,8,10,12,12,2.5,5.0,Portuguese
785,Mousinho Da Silveira,Female,16,1,2,3,1,2,2,0,12,11,12,2.5,4.0,Portuguese
