,school,sex,age,address,parent_living_status,mother_edu,father_edu,mother_job,father_job,enrollment_reason,guardian,travel_time,weekly_study_time,failures,school_support,family_support,extra_paid_classes,activity_participation,higher_education_plan,internet,romantic,family_relations,free_time,out_w/_friends,weekday_alcohol,weekend_alcohol,health,absences,first_period_grade,second_period_grade,final_grade,subject
338,Gabriel Pereira,F,18,urban,together,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,1,7,16,15,17,math
339,Gabriel Pereira,F,17,rural,apart,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,3,2,3,2,4,9,10,10,math
340,Gabriel Pereira,F,19,urban,together,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,math
341,Gabriel Pereira,M,18,urban,together,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,math
342,Gabriel Pereira,M,18,urban,together,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,math
343,Gabriel Pereira,F,17,urban,apart,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,math
344,Gabriel Pereira,F,18,urban,together,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,4,11,10,10,math
345,Gabriel Pereira,F,18,urban,together,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,math
346,Gabriel Pereira,M,18,rural,together,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,math
347,Gabriel Pereira,M,18,urban,together,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,math
348,Gabriel Pereira,F,17,urban,together,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,math
349,Mousinho da Silveira,M,18,rural,together,3,2,other,other,course,mother,2,1,1,no,yes,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,math
350,Mousinho da Silveira,M,19,rural,together,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,no,5,4,4,3,3,2,8,8,7,8,math
351,Mousinho da Silveira,M,17,urban,together,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,4,5,4,2,3,3,2,13,13,13,math
352,Mousinho da Silveira,M,18,urban,together,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,no,yes,yes,4,3,3,2,3,3,7,8,7,8,math
353,Mousinho da Silveira,M,19,rural,together,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,4,8,8,8,math
354,Mousinho da Silveira,M,17,rural,together,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,math
355,Mousinho da Silveira,F,18,urban,together,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,1,1,5,0,10,9,9,math
356,Mousinho da Silveira,F,17,rural,together,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,math
357,Mousinho da Silveira,F,17,urban,apart,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,no,yes,1,2,3,1,2,5,2,12,12,11,math
358,Mousinho da Silveira,M,18,urban,together,1,1,other,services,home,father,2,1,0,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,math
359,Mousinho da Silveira,F,18,urban,together,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,no,5,3,2,1,1,4,0,18,16,16,math
360,Mousinho da Silveira,F,18,rural,apart,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,0,13,13,13,math
361,Mousinho da Silveira,M,18,rural,together,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,4,4,3,2,3,5,2,13,12,12,math
362,Mousinho da Silveira,F,18,urban,together,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,math
363,Mousinho da Silveira,F,17,urban,together,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,math
364,Mousinho da Silveira,F,17,rural,together,1,2,other,services,course,father,2,2,0,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,math
365,Mousinho da Silveira,M,18,rural,together,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,2,4,3,4,10,10,10,math
366,Mousinho da Silveira,M,18,urban,together,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,math
367,Mousinho da Silveira,F,17,rural,together,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,math
368,Mousinho da Silveira,F,18,urban,together,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,math
369,Mousinho da Silveira,F,18,rural,together,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,math
370,Mousinho da Silveira,F,19,urban,together,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,math
371,Mousinho da Silveira,M,18,rural,together,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,math
372,Mousinho da Silveira,F,17,urban,together,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,math
373,Mousinho da Silveira,F,17,rural,together,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,math
374,Mousinho da Silveira,F,18,rural,together,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,1,1,0,19,18,19,math
375,Mousinho da Silveira,F,18,rural,together,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,no,4,3,2,1,2,4,2,8,8,10,math
376,Mousinho da Silveira,F,20,urban,together,4,2,health,other,course,other,2,3,2,no,yes,yes,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,math
377,Mousinho da Silveira,F,18,rural,together,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,math
378,Mousinho da Silveira,F,18,urban,together,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,math
379,Mousinho da Silveira,F,17,rural,together,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,5,4,2,3,1,17,10,10,10,math
380,Mousinho da Silveira,M,18,urban,together,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14,math
381,Mousinho da Silveira,M,18,rural,together,2,1,other,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,math
382,Mousinho da Silveira,M,17,urban,together,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,math
383,Mousinho da Silveira,M,19,rural,together,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,0,6,5,0,math
384,Mousinho da Silveira,M,18,rural,together,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,no,no,5,4,3,4,3,3,14,6,5,5,math
385,Mousinho da Silveira,F,18,rural,together,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,no,no,5,3,3,1,3,4,2,10,9,10,math
386,Mousinho da Silveira,F,18,rural,together,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,math
387,Mousinho da Silveira,F,19,rural,together,2,3,services,other,course,mother,1,3,1,no,no,no,yes,yes,yes,no,5,4,2,1,2,5,0,7,5,0,math
388,Mousinho da Silveira,F,18,urban,together,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,4,1,1,1,0,7,9,8,math
389,Mousinho da Silveira,F,18,urban,together,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,math
390,Mousinho da Silveira,M,20,urban,apart,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,no,no,5,5,4,4,5,4,11,9,9,9,math
391,Mousinho da Silveira,M,17,urban,together,3,1,services,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,math
392,Mousinho da Silveira,M,21,rural,together,1,1,other,other,course,other,1,1,3,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,math
393,Mousinho da Silveira,M,18,rural,together,3,2,services,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,math
394,Mousinho da Silveira,M,19,urban,together,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,no,3,2,3,3,3,5,5,8,9,9,math
395,Gabriel Pereira,F,18,urban,apart,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,no,no,4,3,4,1,1,3,6,5,6,6,math
396,Mousinho da Silveira,M,19,rural,together,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,0,6,5,0,math
397,Gabriel Pereira,F,18,urban,apart,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,no,no,4,3,4,1,1,3,4,0,11,11,portuguese
398,Gabriel Pereira,F,17,urban,together,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,3,2,9,11,11,portuguese
399,Gabriel Pereira,F,15,urban,together,1,1,at_home,other,other,mother,1,2,0,yes,no,no,no,yes,yes,no,4,3,2,2,3,3,6,12,13,12,portuguese
400,Gabriel Pereira,F,15,urban,together,4,2,health,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,2,2,1,1,5,0,14,14,14,portuguese
401,Gabriel Pereira,F,16,urban,together,3,3,other,other,home,father,1,2,0,no,yes,no,no,yes,no,no,4,3,2,1,2,5,0,11,13,13,portuguese
402,Gabriel Pereira,M,16,urban,together,4,3,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,4,2,1,2,5,6,12,12,13,portuguese
403,Gabriel Pereira,M,16,urban,together,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,4,4,4,1,1,3,0,13,12,13,portuguese
404,Gabriel Pereira,F,17,urban,apart,4,4,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,no,no,4,1,4,1,1,1,2,10,13,13,portuguese
405,Gabriel Pereira,M,15,urban,apart,3,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,2,2,1,1,1,0,15,16,17,portuguese
406,Gabriel Pereira,M,15,urban,together,3,4,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,5,1,1,1,5,0,12,12,13,portuguese
407,Gabriel Pereira,F,15,urban,together,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,3,3,3,1,2,2,2,14,14,14,portuguese
408,Gabriel Pereira,F,15,urban,together,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,no,5,2,2,1,1,4,0,10,12,13,portuguese
409,Gabriel Pereira,M,15,urban,together,4,4,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,no,4,3,3,1,3,5,0,12,13,12,portuguese
410,Gabriel Pereira,M,15,urban,together,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,5,4,3,1,2,3,0,12,12,13,portuguese
411,Gabriel Pereira,M,15,urban,apart,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,4,5,2,1,1,3,0,14,14,15,portuguese
412,Gabriel Pereira,F,16,urban,together,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,4,4,4,1,2,2,6,17,17,17,portuguese
413,Gabriel Pereira,F,16,urban,together,4,4,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,3,2,3,1,2,2,10,13,13,14,portuguese
414,Gabriel Pereira,F,16,urban,together,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,no,no,5,3,2,1,1,4,2,13,14,14,portuguese
415,Gabriel Pereira,M,17,urban,together,3,2,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7,portuguese
416,Gabriel Pereira,M,16,urban,together,4,3,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,no,3,1,3,1,3,5,6,12,12,12,portuguese
417,Gabriel Pereira,M,15,urban,together,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,4,4,1,1,1,1,0,12,13,14,portuguese
418,Gabriel Pereira,M,15,urban,together,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,no,5,4,2,1,1,5,0,11,12,12,portuguese
419,Gabriel Pereira,M,16,urban,together,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,4,5,1,1,3,5,0,12,13,14,portuguese
420,Gabriel Pereira,M,16,urban,together,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,4,4,2,4,5,2,10,10,10,portuguese
421,Gabriel Pereira,F,15,rural,together,2,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,10,portuguese
422,Gabriel Pereira,F,16,urban,together,2,2,services,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,1,2,2,1,3,5,6,10,11,12,portuguese
423,Gabriel Pereira,M,15,urban,together,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,4,2,2,1,2,5,8,11,12,12,portuguese
424,Gabriel Pereira,M,15,urban,together,4,2,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,no,2,2,4,2,4,1,0,11,11,11,portuguese
425,Gabriel Pereira,M,16,urban,apart,3,4,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,12,13,portuguese
426,Gabriel Pereira,M,16,urban,together,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,12,portuguese
427,Gabriel Pereira,M,15,urban,together,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,5,4,2,3,4,5,0,10,11,11,portuguese
428,Gabriel Pereira,M,15,urban,together,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,3,1,1,1,5,2,15,15,15,portuguese
429,Gabriel Pereira,M,15,rural,together,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,5,2,1,1,5,0,13,14,15,portuguese
430,Gabriel Pereira,M,15,urban,together,3,3,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,2,1,1,2,0,13,12,12,portuguese
431,Gabriel Pereira,M,16,urban,together,3,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,5,4,3,1,1,5,4,12,12,12,portuguese
432,Gabriel Pereira,F,15,urban,together,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,no,no,3,5,1,1,1,5,4,11,11,11,portuguese
433,Gabriel Pereira,M,15,urban,together,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,4,3,1,1,4,0,14,14,14,portuguese
434,Gabriel Pereira,M,16,rural,apart,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,2,4,3,1,1,5,4,13,13,13,portuguese
435,Gabriel Pereira,F,15,rural,together,3,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,2,11,12,12,portuguese
436,Gabriel Pereira,F,15,rural,together,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12,portuguese
437,Gabriel Pereira,F,16,urban,together,2,2,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,16,11,11,10,portuguese
438,Gabriel Pereira,M,15,urban,together,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,yes,yes,yes,5,4,3,2,4,5,8,10,11,11,portuguese
439,Gabriel Pereira,M,15,urban,together,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,5,0,14,15,15,portuguese
440,Gabriel Pereira,M,15,urban,together,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,no,5,4,1,1,1,1,0,9,10,10,portuguese
441,Gabriel Pereira,F,16,urban,together,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11,portuguese
442,Gabriel Pereira,F,15,urban,apart,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,11,portuguese
443,Gabriel Pereira,F,16,urban,apart,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,no,2,3,5,1,4,3,6,13,12,13,portuguese
444,Gabriel Pereira,M,16,urban,together,4,3,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,no,4,2,2,1,1,2,2,17,17,17,portuguese
445,Gabriel Pereira,M,15,urban,together,4,2,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,no,no,4,3,3,2,2,5,4,11,12,13,portuguese
446,Gabriel Pereira,F,15,urban,together,4,4,services,teacher,other,father,1,2,0,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,3,2,13,12,12,portuguese
447,Gabriel Pereira,F,16,urban,together,2,2,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,no,4,3,3,2,3,4,0,14,13,13,portuguese
448,Gabriel Pereira,F,15,urban,together,4,2,health,other,other,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,5,0,16,14,16,portuguese
449,Gabriel Pereira,M,15,urban,apart,4,2,health,health,other,father,2,1,0,no,no,no,no,yes,no,no,5,5,5,3,4,5,4,10,9,9,portuguese
450,Gabriel Pereira,F,15,urban,together,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,3,3,4,2,3,5,0,13,12,12,portuguese
451,Gabriel Pereira,F,15,urban,apart,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,no,5,3,4,4,4,1,0,13,12,13,portuguese
452,Gabriel Pereira,F,16,urban,apart,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12,portuguese
453,Gabriel Pereira,F,15,urban,apart,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,2,1,1,1,0,15,14,15,portuguese
454,Gabriel Pereira,M,15,urban,together,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,no,no,3,2,2,1,1,5,8,15,15,16,portuguese
455,Gabriel Pereira,M,15,urban,together,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0,14,13,14,portuguese
456,Gabriel Pereira,F,16,urban,together,4,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,2,3,1,1,5,2,16,15,16,portuguese
457,Gabriel Pereira,F,16,rural,together,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,no,no,2,4,4,2,3,4,0,17,16,16,portuguese
458,Gabriel Pereira,F,16,urban,together,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,yes,yes,yes,5,5,5,5,5,5,0,10,10,16,portuguese
459,Gabriel Pereira,F,16,urban,together,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,no,4,4,3,1,1,1,0,13,13,10,portuguese
460,Gabriel Pereira,F,16,urban,together,4,3,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,no,3,4,4,2,4,4,0,14,13,13,portuguese
461,Gabriel Pereira,F,15,urban,together,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12,12,portuguese
462,Gabriel Pereira,F,16,urban,together,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,16,portuguese
463,Gabriel Pereira,M,15,urban,apart,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,1,3,3,5,5,3,0,11,12,12,portuguese
464,Gabriel Pereira,F,16,urban,together,3,1,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,no,4,3,3,1,2,5,0,10,9,10,portuguese
465,Gabriel Pereira,F,15,rural,together,2,2,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,no,4,1,3,1,3,4,0,11,10,11,portuguese
466,Gabriel Pereira,F,15,rural,together,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,no,4,4,2,2,3,3,6,15,15,15,portuguese
467,Gabriel Pereira,M,16,urban,together,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,13,11,11,portuguese
468,Gabriel Pereira,M,15,urban,together,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,no,3,3,3,1,1,3,0,11,9,10,portuguese
469,Gabriel Pereira,F,15,rural,together,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11,portuguese
470,Gabriel Pereira,M,16,urban,together,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14,portuguese
471,Gabriel Pereira,F,16,urban,together,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11,portuguese
472,Gabriel Pereira,M,15,urban,together,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11,portuguese
473,Gabriel Pereira,M,15,urban,together,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11,portuguese
474,Gabriel Pereira,F,16,urban,together,2,2,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,5,2,3,1,3,3,1,13,13,13,portuguese
475,Gabriel Pereira,M,17,urban,together,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10,portuguese
476,Gabriel Pereira,F,16,urban,together,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,4,3,1,2,3,14,12,11,11,portuguese
477,Gabriel Pereira,M,15,urban,together,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,portuguese
478,Gabriel Pereira,M,15,urban,together,2,3,other,other,home,mother,1,3,0,yes,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,portuguese
479,Gabriel Pereira,F,15,urban,together,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,1,1,5,4,12,11,11,portuguese
480,Gabriel Pereira,M,15,urban,together,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,portuguese
481,Gabriel Pereira,F,15,urban,together,1,1,other,other,home,father,1,2,0,no,yes,no,yes,yes,yes,no,4,3,2,2,3,4,2,13,12,12,portuguese
482,Gabriel Pereira,F,15,urban,together,4,4,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,portuguese
483,Gabriel Pereira,F,16,urban,together,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,no,no,4,3,4,1,2,2,6,13,11,11,portuguese
484,Gabriel Pereira,F,15,urban,together,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,portuguese
485,Gabriel Pereira,M,16,urban,together,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,yes,yes,no,4,4,2,1,1,3,6,12,10,11,portuguese
486,Gabriel Pereira,M,16,urban,apart,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,no,no,4,1,3,3,5,5,6,9,9,10,portuguese
487,Gabriel Pereira,F,16,urban,together,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,portuguese
488,Gabriel Pereira,F,15,urban,together,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,portuguese
489,Gabriel Pereira,F,16,urban,together,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,no,no,3,3,3,2,3,2,0,12,13,12,portuguese
490,Gabriel Pereira,F,16,urban,together,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,portuguese
491,Gabriel Pereira,M,15,urban,together,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,portuguese
492,Gabriel Pereira,F,15,rural,together,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,portuguese
493,Gabriel Pereira,M,16,rural,together,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,yes,yes,no,3,3,3,1,1,4,6,9,11,11,portuguese
494,Gabriel Pereira,F,16,urban,together,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,4,3,5,1,1,5,0,13,12,12,portuguese
495,Gabriel Pereira,F,16,urban,together,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,4,1,2,1,4,12,13,13,portuguese
496,Gabriel Pereira,F,16,urban,together,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,no,5,3,5,1,1,3,2,12,13,13,portuguese
497,Gabriel Pereira,M,16,urban,together,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,portuguese
498,Gabriel Pereira,M,16,urban,together,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,portuguese
499,Gabriel Pereira,M,15,urban,together,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,13,12,portuguese
500,Gabriel Pereira,F,15,urban,together,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,4,3,5,1,1,2,16,11,10,10,portuguese
501,Gabriel Pereira,M,15,urban,apart,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,portuguese
502,Gabriel Pereira,F,15,urban,apart,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,no,no,4,3,3,1,1,4,10,10,10,10,portuguese
503,Gabriel Pereira,F,15,urban,together,2,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,no,5,1,2,1,1,3,4,10,10,10,portuguese
